text,sentiment
"its nice, naresolve nya yung issue ka isa kong adaptor na mas mababa ang nabibigay nanresolution sa 2md monitor ko. now parehas na sila ng resolution. only problem, pag tumagal, nagfliflicker na ng husto at namamatay ang 2nd monitor na nakakabit ang adaptor. kailangan tanggalin sa usb port at pagpahingahin",4
"For a USB connection, it delivers quite okay. Good for music/video playback and text reference. But not really recommended for editing or for time sensitive references like music and video editing.Edited: This unit DOESN'T support display rotation on macOS Catalina.",4
"it's usable but I can't find where or what android comaptibility ",4
"I think meron nga etong displaylink na chipset. Sinubukan kong i-extend yung display ng samsung tablet ko sa external monitor at gumana nga siya. download lang kayong app na displaylink presenter sa playstore at make sure na may otg support yung tablet now. Dapat din i-make sure na yung android device niyo mismo ang magsisilbing usb host at hindi yung external display. Ang problema lang may times na hindi siya nagwowork kaagad at di ko madetermine kung ano yung problem. hindi rin siya gumana sa nokia 5 na phone ko. Maganda yung tech na to lalo na sa mga device na walang mhl na feature",4
"been trying to install (following the instructions on manual and from chat) yet still not able to use the device.. tried it on my both lenovo laptop ",2
"been trying to install and still not able to use the device.. tried it on my both lenovo laptop ",2
"items not working",1
"",1
"items not working",1
"ayaw gumana, tapos pg dating nka bukas na  ",1
"hindi namn gumagana sa hdmi ",1
"hindi gumagana",1
"Okay ang packaging ng item and naka bubble wrap din po. Seller was also accomodating sa tanong. Yung speed regulator nya iikutin clockwise para bumilis sya. much better than my previous cooling pad.Thank you seller.",5
"It was well-packed. In good box and good bubble wrap. The 2 items are working fine. I hope it will last. Thank you seller for the good product. Till next time. ",5
"Very fast shipping and delivery. Securedly packed, no damage. Fully functional, mo issues whatsoever. Bought it for my son's laptop-he uses it for online class, and of course, long hours gaming. So far, its working well and my kid loves the way it cools his laptop. thanks seller and courier.",5
"I got the item in good condition as it was package well. Walang sira or dent yun box. the item is working as is, puwede mo iadjust yun speed ng fan at in the max, malakas sya. Thank you seller",5
"It's excellent hopefully magtagal sya.. super recommended sya sa mga laptop users na katulad ko na matagal na ginagamit",5
"it was well packed and arrived earlier than expected however, I am not quite satisfied with the cooling system.. I don't think it works well for my Huawei d-14",4
"Super bilis ng delivery samin. I love it then super light nya lang dalhin.",4
"The stand itself is made of a pretty cheap feeling plastic but its fully functional. The fans feel weak but having 6 fans is actually quite potent. The stand only has 3 height options by the way. Overall, fully functional, and worth it. ",4
"The product is amazing and functional and also the packaging was good and have fragile warning. But there's a little bit delay. ",4
"di ganun kalakas fan pero ok nadin for it's price magagamit ko din naman na stand para sa laptop ko",4
"ok namn 6fan na sya pero not enough ung hangin nya malakas p ung fan nang laptop ko promise....",2
"Sobrang hina ng fans. Walang ambag sa heat dissipation. Di man lang ma elevate yung tissue. Pls don't take it against the seller. This review is for the product alone.",1
"sobrang hina. do not buy. sobrang hina. do not buy. sobrang hina. do not buy. sobrang hina. do not buy. ",1
"not working kahit direct power at di sa laptop isaksak",1
"may laptop didnt even coolong jsjsudufudhfuufifieieisisiduduwuwuusufudusudududududu",2
"Sobrang hina ng fans. Walang ambag sa heat dissipation. Di man lang ma elevate yung tissue. Pls don't take it against the seller. This review is for the product alone.",1
"sobrang hina. do not buy. sobrang hina. do not buy. sobrang hina. do not buy. sobrang hina. do not buy. ",1
"not working kahit direct power at di sa laptop isaksak",1
"I have this agreement with the seller that she did not do. We agreed that she will ship with this product a replacement for the part i previously ordered. I think she tricked me of buying another product so she may ship it with this product i ordered, but turns out she did not do it. ",1
"working pero sobrang hina ng fan. as in mahina.",1
"delivered in 2 days. pad works well and has bright light. great deal :)",5
"5 star for a very fast delivery, it just took a day to deliver my order. Ayus din yung lights, maraming siyang mode which makes it awesome but unfortunately hindi malakas yung kapit ng pandikit niya kaya I have to improvise using double sided tape but overall 5 star for the item with regards sa quality and price.",5
"maayos ang packaging ni seller good buy ng mouse pad with rgb ndi q pa lang napapailaw kasi ndi pa nka set up laptop..Thank you seller",5
"sobrang Ganda, pwede ibat ibang kulay, kayo na Bahala, quality maraming pag pipilian, pwede din iroll",5
"very nice leds and lighting modes",5
"may punit po yung pad cguro during handling ng courier. Natusok cguro kasi punit yung plastic at tagos sa box. Courier should handle the package well, yupi yupi kasi yung box.",4
"Napaka ayus naman ng patungan na ito at sobra ayus ang pag kakagawa nya at maganda ang ilaw nya madami at sakto sa lamesa ko",4
"The lights are bright but there are some sections of rgb strip that light is dimmer but the price is worth it",4
"very nice, only issue is, if plugged in Laptop, the light does not automatically close when you shut down the laptop. you have to manually close it. aside from that. very good purchase. ",4
"i wish it had a breathing pattern , making the color change more gradual and slower. Right now its pattern is too fast and too stiff, reminds me of xmas lights. That aside, the pad itself is thick and feels premium.",4
"1/2 units are working. rgb lights are not working as intended. will update to 5 stars if a replacement or refund is issued",2
"Please help to replace the product. 3 time ko na purchase, pero this time 1. Light sequence is not good. Mabagal, compared dun sa 1st two na nabili ko. 2. Ang hina ng bright light ng leds ",2
"the texture is good but the light is not working, when i plug it in, it takes secs and then off",2
"It won't change any color or even turn off when I tap the button or hold.It only stays on green, one color to be precise(not rgb).",1
"...",2
"It won't change any color or even turn off when I tap the button or hold.It only stays on green, one color to be precise(not rgb).",1
"One color lang yung nag a-appear :( I thought multi-color sya :( A bit disappointed kase hnd sya nagblend sa keyboard na binili ko :( Hnd nagfufunction ung button para mag-iba ung kulay! Very sad!",1
"rgb lights is not working.",1
"ok na sana makapal kaso di mn lng na check before edeliver . so 1star nlng to . ",1
"kala ko kahit di naka saksak iilaw siya yun pala need naka saksak para umilaw :(",1
"Nice product Fast transport Fast shipping Fast delivery Nice rider Thanks to seller Thanks to rider THUMBS UP Rating 5 star standards OooooooOkkkkkkkkkkkk OooooooOkkkkkkkkkkkk OooooooOkkkkkkkkkkkk OooooooOkkkkkkkkkkkk OooooooOkkkkkkkkkkkk OooooooOkkkkkkkkkkkk OooooooOkkkkkkkkkkkk OooooooOkkkkkkkkkkk",5
"ok naman lahat kaya lang puro pink naman dineliver akala ko asaorted color...binenta ko na lang sa mga kasamahan ko. thank you seller and lazada.",5
"items are all good, complete and working. powerbank arrived 65% pero nung chinarge namin yung co ni kuya ng mafull 32% nlang. will update my review after we drained and charged it 3x full. still rate it 5stars for the quick shipment and delivery considering na andito kmi sa province. thanks",5
"53% when i rcvd the item 1 oppo fully charged 2 iphone x fully charged It is still 18% Not yet charged since it arrived plus super heavy Sana magtagal talaga ang item.",5
"yuwn. sulit",5
"items arrived complete and all working as tested, fingers crossed these will last one star less for not being able - in a simple and obvious way - to choose preferred colors. (refer to the pic) i hoped the seller would have at least mixed the colors PS: para kay madam ba ito?",4
"Gumagana lahat. Maganda siya kaso kala ko random yung colors. Puro pink binigay na Fan... Lalake pa nmn aq... Pero tnx",4
"maganda.jsjsjsjsjsjsnsbbsbsbsbsbsnjshshshdhdhdhdjdjdjdjdjdjjdjdjdjdjdjdndnndndndndndndndndnndndndndn",4
"received the items naka bubble wrap,nkaka disaapoint lang kasi i ordered 3 pcs.in random color sabi nyo pero 3 pink ang pinadla nyo sana man lang nag assorted kayo..ibibigay ko pa namn sa anak ko ng boy yung isa.",4
"Fast delivery. Nice product.",4
"This product is worst product ever. If a customer purchased a cheap product, that doesn't mean you'll send them a defective product. The product I got is not working and I have to fix it on my own.",1
"",1
"mahina lang pla wala masyado hangin mas mahagin pa yun kapitbhay nmin ",2
"This product is worst product ever. If a customer purchased a cheap product, that doesn't mean you'll send them a defective product. The product I got is not working and I have to fix it on my own.",1
"gumagana sya sulit sya for the price. super vilis pa na deliver. will order again. legit yung product.",5
"gdfffffgsusksjskkskskskjsjsjsjsjsjsjdjdjakskkskskskksksjdnsnsnskkskskdkkskdkskdkkdkdkdkfnskskkdkskkskskdkd",5
"complete package and super sealed Yung item.at dumating Yung item ng maayos at maaga.salamat",5
"all goods gUmagana dapaT lnG nahabaaN ko para sakto sa tv namin .by the way thankyou so much",5
"i am happy qnd satisfied with the vga cable that i purchased. well packaged and it is totally working!",5
"Nothing special. Just need a vga cable for my cctv system and the monitor. They seem well made though. ",4
"Just what I need. Two thumbs UP",4
"package received today. natagalan na nga sa delivery hindi pa chineck ng husto ni seller ng husto yung item na pinadala nya. seller kulang ng isang sturnilio. hindi ko na na picturan kase ginamit na. sana naman i-check nyo yung item/s bago nyo i-release. anyway salamat seller, courier and Lazada.",4
"",1
"VGA cable is working well. They also shipped the correct size that I ordered. UPDATE: after using the VGA cable, I noticed there was a shadow effect on my screen. The VGA cable they sent is broken. ",2
"Quality is as cheap as the price. It makes the screen blurry.",2
"tae na bulok sayang pera ",1
"For some reasons, both vga cables are not connecting properly to a TV unlike other trusted brands.. the output is too blurry. ",1
"tae na bulok sayang pera ",1
"For some reasons, both vga cables are not connecting properly to a TV unlike other trusted brands.. the output is too blurry. ",1
"Not good in quality. waste of money..",1
"Bad video quality produced by the cable. very disappointing",1
"I love it omg! sobrang smooth niya. so far, pangatlong bili ko na  tong mouse sa online and i'm so happy na hindi ako nadisappoint dito puro kase budol nabili ko last time. i ll definitely buy again and i ll recomment it to my friends!",5
"Its working. thankyou so much!!Its working. thankyou so much!!Its working. thankyou so much!!",5
"I need a basic mouse and I know Rapoo is a good brand. Well packed and shipped fast. Thank you Rapoo and Lazada and LEXPH who always deliver my Lazada Parcels.",5
"So far working naman sya...Sana naman tumagal sya sakin though hindi naman pang heavy duty . Salamat Laza",5
"Delightful with the product from them. So far, it's working well, properly packed and no damage. Seller didn't failed to send the right design and color of my mouse.Thank you seller! Love my new buddy. it's regular but comfy gadget I got!  ",5
"This is the best buy",5
"nice nice nice good and affordable price legit sya ",5
"maganda siya and affordable at the same time ",5
"Nice it's a good Brand.. I recommend this store.. Thank you",5
"Ang ganda po sulit na sulit sana tumagal! mabilis din delivery Ang ganda po sulit na sulit sana tumagal! mabilis din delivery ",5
"Hahahahabdbxjendkcnrnskksnrksubrkwoinfhwoalamwrbfidubeusuhbebuudbwhifhebduxinsbs",5
"product is 100% legit. it works well even without a mouse pad, as advertised. will order again",5
"hi selller pwede pala yun magclose yung trabsaction kahit hindi magconfirm....sabi kasi free shipping pero wala pa akong makuhang free shipping kay Lazada as in ...ang bilis madwliver nitong mouae...magalaw lang masyado...tyagain na lang kasi eto na andito...anyways salamat seller...",5
"bilis dumating naka-box at mukhang matibay!!!!!🏾 🏾 🏾 🏾 🏾 🏾",5
"if you are looking for a mouse with a smooth movement of pointer even if you have no mousepad,this one is highly recommended.. The seller shipped fast my parcel and i received it safely..He/she also responded to my messages.. Thank you seller.. Great buy!.not a waste of money.. Good Job! Godbless po.. ",5
"",4
"Simple yet classy. Nameet din yung estimated delivery. Sana meron lang white mas prefer ko kasi sana yun",4
"First time to purchase on this store and I placed my order at 9.9 and I m satisfied  cos they delivered it immediately. Item was well packed - though the box was slightly deformed, it s alright since the item itself is working naman. Thank you!",4
"Great Product, although may kaunting dent/damage yung box, safe naman yung mismong product sa loob. Gumana siya sa pc at laptop ko. ",4
"good item ang smooth Nia gmitin and ang bilis dumating mga 3 days lang ata na-deliver agad! thank you seller. ",4
"Keri na din, di masyadong recommended may sariling buhay yung mouse hahahahaa",2
"Masyadong sensitive ung mouse, kahit hindi nakadikit sa surface ung sensor at tinry kong imove, sumasabay ung cursor which is very annoying. ",2
"SIRA NA AGAD 1 WEEK PALANG GANDA SANA EH KASO BIGLA NALANG NAGMALFUNCTION DINA MAGAMIT DI GUMAGANA SENSOR NOT RECOMMEND ED",1
"walang kwenta ang hina di gumagana nang maayus sinira ko na low qaulity pweeee",1
"It's not working anymore. After ilang days lang.",1
"maganda naman sya pero bigla nalang di gumana",1
"mahirap igalaw yung mouse i mean smooth sya kaso kung saan saan pumupunta yu cursor ",1
"SIRA NA AGAD 1 WEEK PALANG GANDA SANA EH KASO BIGLA NALANG NAGMALFUNCTION DINA MAGAMIT DI GUMAGANA SENSOR NOT RECOMMEND ED",1
"product is not really good quality",2
"problem with mouse sensitivity and scroll wheel",2
"walang kwenta ang hina di gumagana nang maayus sinira ko na low qaulity pweeee",1
"It's not working anymore. After ilang days lang.",1
"thank you, for it's okay good working with mouse nice ",3
"light weight. not for gaming. normal use ok.",3
"Dropping button response",3
"Nagsstop yung dragging nya sguro dahil wala akong mouse pad but everything else ok Maganda sha",3
"its good",3
"I really like how nice the quality is with its affordable price. Thumbs up to the seller and the product itself. The package just arrived early as I thought.",5
"The product came securely wrapped and safe. I love the keyboard and the mouse!! It just feels different from the one I used before, but you'll get use to it. The keys are all working fine. The lights are so cute <3 I hope it really last long. Thank you seller. Good quality product in an affordable price.",5
"My order arrived quite fast. I was just not expecting it to come only in bubble wrap because that's a first for me but it was still in good condition thanks to the good handling, maybe. I love the backlit feature of the keyboard that is why I ordered it and all keys are working. As for the mouse, the mouse is light and functions well, too. I'm telling my siblings to order from this shop, too. Thank you so much for the seller and the delivery guy for safe handling of my order. Take care, y'all!",5
"sobrang satisfied here. ambilis din ng delivery. basta super happy. sana lang magtagal. syempre depende sa gamit pero iingatan ko to hehehhe salamaaaaaaaaaat ulit sobrang satisfied here. ambilis din ng delivery. basta super happy. sana lang magtagal. syempre depende sa gamit pero iingatan ko to hehehhe salamaaaaaaaaaat ulit sobrang satisfied here. ambilis din ng delivery. basta super happy. sana lang magtagal. syempre depende sa gamit pero iingatan ko to hehehhe salamaaaaaaaaaat ulit sobang happ",5
"cuteness overload, thank you",5
"Very nice. Everything works perfectly fine. My item was shipped immediately and napakabait ng seller kausap. Thank you so much po! ",5
"Maganda sya and affordable. Nagustuhan sya nang anak ko. ",5
"Wala bang ilaw talaga yung base ng keyboard sir",5
"well-packed, fast delivery, i have not tried it yet but i hope the quality is good. will update review soon...",5
"Tell me I'm not obsessed. Ang gandaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaq",5
"Looks good for its price all working ang keys ng board. Only issue is ung MOUSE. Nung una ayaw nung right click nya then tinry ko pa ulit since baka bago lng kaya mejo matigas pa. Ngayon both buttons hirap iclick need pa hanapin ung part na gagana. ",4
"Fast deliver safe with bubble wrap.... So far s good hope it will last for a longer time... Kids enjoy the. Lights at night.. ",4
"One of the mouse is not working properly, there's something wrong with the mouse's sensor. Keycaps of some of the keyboards are detached. Others are working as expected. ",4
"Talagang mura naman sakto lang quality ewan basta oks lang wala naman ako pake pero maganda naman hahahahhahahahahahajajajajahhahahahah bili na kayo nahala kayo ahhahahhajaha",4
"well packaged, may konting gasgas nga lang yung keybaord pero overall maganda sya for its price sana magtagal!",4
" for the seller because she managed to deliver the product day after the product was placed but the choice of courier is sablay. sana nag j & t o ninjavan nalang. in addition, yung bubble wrap nya manipis lng at kung naulan, siguradong mababasa yong loob ng packaging..for the courier as they are very slow in delivering the product as compared with other courier. kayalang overall rating ko dahil sa mga factors na yan pero dahil mabait si seller plus one dahil sa after sales service",4
"It's super late review the item actually delivered 3days after I ordered, I got busy so now lang nakapagreview. The packaging is not that very safe naka bubble wrap lang sya at manipis lang, but thankfully the item is safe it working well ginamit ko agad agad sya. But there are keys na hindi tugma sa nakalagay like shift+3 it should be the # sign but lumalabas is wrong. But overall it's still satisfying ",4
"took some time to use the keyboard first before doing the review. so far so good, all keys working same with the mouse. maganda sya and sulit na sulit for the price ",4
"initial review: diko pa nabubuksan at bz pa. update: bakit nailaw padin kahit naka shutdown?",4
"Although some keys were detached as shown in the picture. Mouse and keyboard are operational.",4
"ok naman s'ya.",3
"not functioning the keyboard and its clear my order is blk. yet u send me a white",3
"3 stars lang, una kasi yupi yung kahon nya pati keyboard yupi ng onti, tapos sobrang nadismaya ako kasi sira yung MOUSE nakakatamad na irefund pa. quality check muna sana bago isend. hayz. buti nagana yung keyboard.",3
"Sorry for the late review. I hate it kc I usually work madaling araw madilim pa sa kwarto. Di ko makita yung letter ng keys, kahit may RGB light siya Mura lang sya so mukhang mumurahin lang talaga sa personal. PS. Sira agad ang mouse few days lang. ",3
"May discoloration yung side mabilis naman yung shipping but nakaka dismaya lang kase uellowish yung end part. ",3
"dumating ng maaga yung keyboard at nagustuhan ko yun ang kaso lang.. indi gumagana ung pagiging rgb ng keyboard.",3
"So far so good. keyboard i know this is a gaming keyboard. But i used it for work. however, ung scroll lock ang gamit to turn on and off the keyboard lights. soooooo if you are using excel, you need to switch off the light. ",3
"Maganda ang mga pailaw ng inyong produkto ngunit di ganun kaganda ang kaniyang performance dahil kung minsan ay bigla nalamang dadami ang letra sa screen kahit isang beses lang napindot. #Sensitive",3
"Medyo disappointed ako kasi may discoloration yung keyboard sa gilid pero working properly yung mouse. Yung keyboard din parang normal keyboard lang hindi mechanical. ",2
"very disappointed, item arrived poorly packed with the box crumpled, keyboard is cracked and totally dead. tried it in 3 PC's with same result, dead... took forever to arrive too",1
"walang backlight Yung keyboard ",1
"very disappointed, item arrived poorly packed with the box crumpled, keyboard is cracked and totally dead. tried it in 3 PC's with same result, dead... took forever to arrive too",1
"walang backlight Yung keyboard ",1
"Legit store. Ecstatic with the device! Received it earlier than expected. Thank you seller! ",5
"It s the best and legit! I ve been searching for this coral color and here it is… Thank you so much for this…",5
"Legit. Sealed and wrapped in buble wrapping and tagged as fragile. Will give this as a gift.",5
"Genuine and well packed. Arrived earlier than scheduled delivery. Seller very responsive. Easy to link with appliances including TV, digibox, electric fans, air purifier, aircon, lights, lamps, etc. Turned our bedroom into a smart room, everything voice controlled.",5
"legit, napakagandang find.eto pinaka mura",5
"Original product. Sealed din sya kaya lang baka matagal na yung stock kaya malagkit na yung parang rubber base. kaya 4s lang. mabils naman delivery. overall, i like the product!",4
"The rubberized base is starting to become sticky when I unboxed the item. ",4
"Working...",4
"Item is brand new, sealed and tested working. It was properly packaged and shipped immediately. The problem was they sent the wrong color/sku. so frustrating when the product name itself has the color and no other variation option. Other colors are sold as different item. So it's really annoying and frustrating. I reached out and while they were quick to respond, we all know the return process is a big hassle and will take time. And they don't even offer a voucher to compensate for the mistake and trouble. To the one who prepared my order, you had one job, one job!",3
"Hindi maganda pairing sa edifier bluetooth speaker ko kapag yung ang preferred kong music output",2
"oki sya magandaa!lagi ko na nga kinakausap e hahahahaaha asann yung lamann!!! ",1
"the first delivery was fast. next orders are not received until now. ive ordered 2 units and paid for it already. when i follow up fr seller, they just give me the hotline number of lazada which cant be contacted at times or sometimes you can get through but the it always say that my order number is invalid. the chat link that they gave is just a chatbot that give inaaccurate answers. seller doesnt care on aftersales. basta lang kumita bahala na kung mareceive o hindi. ",1
"hmmm... something went wrong...there was a glitch. etc... please fix this it happened after a few weeks. so unresponsive",1
"oki sya magandaa!lagi ko na nga kinakausap e hahahahaaha asann yung lamann!!! ",1
"the first delivery was fast. next orders are not received until now. ive ordered 2 units and paid for it already. when i follow up fr seller, they just give me the hotline number of lazada which cant be contacted at times or sometimes you can get through but the it always say that my order number is invalid. the chat link that they gave is just a chatbot that give inaaccurate answers. seller doesnt care on aftersales. basta lang kumita bahala na kung mareceive o hindi. ",1
"hmmm... something went wrong...there was a glitch. etc... please fix this it happened after a few weeks. so unresponsive",1
"For it's price, maganda na yung tunog. Malakas tsaka malinaw. Also yung mga saksakan kasama nito like charger and audio jack gumagana naman. It also comes with instructions na madali naman intindihin. And magaan yung speaker, madaling dalhin.Will get back here for a review pag nagtagal na pero so far masaya na kami sa speaker na ito. :))",5
"Great quality! my cousin loves it and the color! will purchase again! maganda yung sounds and loud. Good buy!",5
"This T&G bluetooth speaker is so good at an affordable price.. I like it. Ma-bass sya. Very good product T&G. Keep up the good work.",5
"10/10Ay bongga to. lSobrang lakas ng sounds pati ng bass ang linaw pa ng music. Tagal ko na naghahanap ng magandang speaker na malakas at malinis ung tunog. Bet na bet ko to ang saya ko lang finally sa murang halaga meron ng maganda speaker. I love it. ",5
"IT WORKS WELL NAMAN!!!! HOPEFULLY MAGTAGAL AND MAGWORK PA DIN SYA FOR A LONG TIME! NICE QUALITY! NICE DIN PAGKAPACKAGE AND NO DAMAGE AT ALL!",5
"Quick delivery and item is in good condition. Sound quality is okay & loud but not very clear, but it's a good buy for its price. Been using it for a few weeks now. Buttons were working fine when I tested it on the first time, but just recently, the Next (+) and Previous (-) Button are not always working. Volume up and down (long press of + and - )works though. Another observation, song sometimes automatically goes next, im not sure if it's due to YT Music or the speaker. Anyway, thanks seller!",4
"Has great audio and is well-packed. However, there has a white stain.",4
"The speaker is working and the quality of the sound is very nice. I don't know why but I didn't get the design that I want. Instead of Army Green, I got Grey but its still good. The packaging is also nice. You should buy this product. It is worth it. ",4
"Ok naman sya sakto lang ang lakas buo ang tunog saka ang bilis dumating ng order ko kakaorder ko lang kahapon dumating agad ngayon thanks lazada!",4
"maganda ang tunog,malakas din, at okey naman sa price niya.magaan siya.4 stars lang kasi di ko alam kong tatagal.",4
"mabilis Malobat at sabog ayos lang naman dahil tumutunog naman sya at un ang importante as long as di ka nakakaapak ng tao yun lang and i thank u pinahaba ko lang para sa coins salamat",3
"overall experience: meh good for boosting sound for Netflix or YouTube or even games... not really bassy in terms of sound quality with music.",3
"Mabilis malowbat at hindi rin sya ganun kalakas pero maganda ang quality ng speaker hindi sabog ang tunog nya.",3
"ok lang nman siya for the price, dont expect too much when it comes to the sound quality.",3
"3 stars muna kasi gusto ko pang itest ung ilang araw baka kasi biglang masira. Yung tunog nya maganda hindi sabog at masakit sa tenga. Yung lakas naman okay sya sa mga kulob na space like kwarto pero tingin ko pag nasa open space na sya mejo mahina. For the price naman na 210 pesos okay na okay na din sya. Wag lang sana masira agad.",3
"super ganda ng sounds...mura pa..salamat sa inyo at sa nag deliver... kaso after 3days at twice ko nagamit,na trace ko na mabilis malow bat..oct 23 yan unang testing.. second used ko ginamit ko na sya sa biyahe sa bike,nag putol putol ang tunog ng SPEACKER,at mga 1 hour lng low bat agad,di ko na nagamit ng pauwi ako..papunta lng sa gym mga 40mins at pag pauwi na kó wala na low bat na..",2
"the first earphone is both side working but the second earphone the left earbif it is dedz so i only giving this 4 star also pls the packaging wrap it with bubble wraps so this wont happen again but thank you for your item and hope this will be a lesson (advance Merry Christmas)",4
"Ganda ng product! Very satisfied! All are functioning good! Highly recommended!",5
"bilis dumating nung item Kya lng ung headset eh isang earpiece lng Ang gumagana. sabagay mura lng CIA Kya lng dapat khit papanu eh me quality nman para mapakinabangan NG bibili. tnx pa din.",5
"malakas din",5
"ive got mine sana lang magtagal ang babait ng rider and ng LEX PH. THANK YOU MGA KUYA ",5
"the first earphone is both side working but the second earphone the left earbif it is dedz so i only giving this 4 star also pls the packaging wrap it with bubble wraps so this wont happen again but thank you for your item and hope this will be a lesson (advance Merry Christmas)",4
"sulit ang buy1 take1 pa . thankyou seller sa simpleng pagpack at ky dilivery rider na nagiging suki na din ako haha sa maingat na pagdadala ng mga items thankyou ☺",4
"salamat po nakarating naman po ng maayos ang product walang bubble wrap ang product pero nagana naman po siya na testing ko na rin siya maganda gumagana naman po salamat po sa uulitin po ",4
"Well packed naman naman un package, though hindi sya nakabubble wrap for extra protection. Good thing hindi sya na damage in any aspect. 4 star for giving me one earphone na parehas na pang left ear...haha. Natawa nalang ako instead of mainis or what. Good thing is gumagaan pareho at mabilis ang delivery. Iingatan ko nalang. Thank you",4
"Iba yung earphones na nasa picture at yung dumating sakin pero both working naman. ",4
"received parcel in good condition manipis at mukhang di tatagal .depende din sa gagamit.minsan nawawala yun sound sa kabila.ok nadin sakto lang sa price niya...",3
"iba dun sa dati ko nabili wala man lang maayos ma packaging yung dati naka box pa... sira pa yung isa headset di nagana... haysss.. ",3
"dumating naman kaso ung dalawang headset di gumagana kung irereturn hassle pa magbabayad pa for shippingkaya nga bumili ng mura kc di afford ang mahal tpos mapapamahal pa sa return shipping fee..",3
"Dumating na ung order ko gumagana naman pero hinde sya nka bubble rap buti walang nasira pero ok na rin ",3
"kya pla buy one take one sira ung isa",3
"2 stars po kase i expected na pang Oppo po yung earphones instead the seller gave me Esom na earphones. Ayos naman po yung sound pero ambilis masira. ",2
"Very nice colors, but takes 2-3 layers for best color payoff. The brush is flat and slightly curved which makes it easy to apply. Overall worth it for the price.",5
"mabilis lang dumating. naka sealed pa ng magagos maliban sa mismong sealed ng nail polish. ang gabda ng kulay at nabili ko lang for only 5 pesos!",5
"Watery formula this it needs at least 2 layers. Suitable color for morena girls. The photo of my nail looks messed up but it has a good color tho, I just tried to see what it looks like on an actual nail.",5
"Bench and Beauty nail polish, safe packaging, authentic bench products. Long lasting for the price. color not yet tested.",5
"Babbaaahjjkkmmnhshsusuanansbhsuskskamsnbsjsjsjsjsksmmmbhjkkkkijjnjjjkjjjjjjkisksksmsmsssjskmssnsjusisksnsmsnsjjsjsmsmsmsmsmskskskksmsmskskmsmsmsmsmsjjsjsjsjsjmsmsmmssmmsmsmsmsmmsmsmsmsmnsjsjsjjsjsjsjsjsjjsjs",5
"super bilis maship and well packaged din nung pagkadating. kaso medyo watery siya kaya nahirapan akong kunin yung desired color ko. ",4
"hindi ko nagustuhan consistency ng nailpolish, nakailang pahid aq bago makuha desired color na black. hindi katulad ng ibang color isang swipe lang ganda na.",4
"Packed securely with bubble wrap and delivered on time. Ang ganda ng mga reviews so im excited to try. Sayang lng wla un pinaka gusto ko n shade which is clay. ",4
"Price OK Quality OK Package OK Love the shade suits fair morena skin tone!",4
"nice color",4
"Watery siya at tsaka pag nilagay mo sa nail mo may nakikita pero ok lang kasi kala ko black na black ehh ",3
"Ordered black, red, teal and ultramarine. I love that the colors have good coverage in 2 coats, except black. Black is so sheer, and I thought it's unfair it's like this compared to other colors. Black can't even be opaque in 3-4 coats. i suppose it has a different purpose. i wish Bench will redo formula for black. As for other colors, worth the price. Packaging was well done.",3
"oks lang di good quality pero pede na",3
"Please take time to read my reviewi know its kinda long but its worth reading I PROMISE!! #TruthRevealed ■PRODUCT 》Liquid consistency: [4/10]he nail polish itself is too watery. needs to have about 3 coatings to fully cover the nail. the good thing naman is its so shiny after. 》Color of choice: [9/10] i think bagay naman siya for a morena like me. 》 Fragrance: [8/10] just like all the other nail polishes, mabaho rin naman but its fine. Suggestion lang hehe sana they can lessen the bad scent. 》Packaging: [10/10] ITS SO PRETTY!!! very aesthetic! But when I shake it, parang may tumutunog sa loob I bet it's the applicator. 》Applicator: [10/10] very soft!! Gets maraming product which is good!! ■DELIVERY 》[10/10] i just ordered it yesterday but it arrived today!!!!! SUPER FAST!! this is my fastest order ever from lazada hahaha!",3
"",3
"Fast shipping and its very affordable compared sa other shops. It works. Sa sobrang dikit nya nabunot yung 2 pilikmata ko hahahaha my fault though. Panget lang nung box so wag mag expect",5
"Great buy Very strong adhesive indeed. the best one I found so far. will surely purchase again soon. thanks.",5
"magnda po packaging tas bagung bago thanks lazada and to seller for fast transaction. sa uulitin po i love it",5
"NAPAKA GANDA TALAGA NG PRODUCT NA ITO KASE WALA KA KANG MAKITANG MALE KASE ALMOST PERFECTLY NA SYA.",5
"maganda po syaaaa, madikit!!",5
"Thankyouuu",4
"Car hanging Diffuser 10ml | https://s.lazada.com.ph/s.2E9dXCar hanging Diffuser 10ml | https://s.lazada.com.ph/s.2E9dX",4
"Shipping was fast and as per usual manong delivery guy was very friendly and courteous but the product itself tho i havent tried it yet was very poorly packed as you can see in the photo the box containing the product was already open when I took it out of the plastic so I cannot give this a five star rating sorry. maybe next time you can put plastic to seal it or a bubble wrap",4
"I don't try it yet.. Pero sana OK sya!",4
"the glue sticks on my lid but good atleast doesn't hurt when i remove falsies from my eyelashes and very nice",4
"havent tried yet if this is more adhesive than nichido. but im disappointed with the packaging. there is no bubble wrap considering that the product may leak. the container itself doesnt have seal with it too. a famous vlogger made me buy this but now im questioning myself if this is a legit product or not.",3
"the seller was very considerate sa refund request ko",3
"bubble wrap nyo naman",3
"These products are great and worth to keep. This set is perfect for my NO-MAKEUP Look style. I love my set. Thank you seller!!!",5
